     0.00000         0.00000         0.00000         0.00000    
     0.00000        0.250000        0.152778         0.00000    
     0.00000        0.500000        0.277778         0.00000    
     0.00000        0.750000        0.375000         0.00000    
     0.00000         1.00000        0.444444         0.00000    
     0.00000         1.25000        0.486111         0.00000    
     0.00000         1.50000        0.500000         0.00000    
     0.00000         1.75000        0.486111         0.00000    
     0.00000         2.00000        0.444444         0.00000    
     0.00000         2.25000        0.375000         0.00000    
     0.00000         2.50000        0.277778         0.00000    
     0.00000         2.75000        0.152778         0.00000    
     0.00000         3.00000         0.00000         0.00000    
    0.250000         0.00000         0.00000         0.00000    
    0.250000        0.250000        0.144620        0.118173E-01
    0.250000        0.500000        0.254550        0.523997E-01
    0.250000        0.750000        0.348325        0.978491E-01
    0.250000         1.00000        0.423056        0.140619    
    0.250000         1.25000        0.473543        0.175471    
    0.250000         1.50000        0.499084        0.184807    
    0.250000         1.75000        0.496988        0.175568    
    0.250000         2.00000        0.464589        0.144931    
    0.250000         2.25000        0.401408        0.991045E-01
    0.250000         2.50000        0.301295        0.506145E-01
    0.250000         2.75000        0.164362        0.115839E-01
    0.250000         3.00000         0.00000         0.00000    
    0.500000         0.00000         0.00000         0.00000    
    0.500000        0.250000        0.967184E-01    0.211900E-01
    0.500000        0.500000        0.187127        0.877866E-01
    0.500000        0.750000        0.282037        0.164653    
    0.500000         1.00000        0.368480        0.241352    
    0.500000         1.25000        0.446322        0.296177    
    0.500000         1.50000        0.499600        0.319412    
    0.500000         1.75000        0.529413        0.304897    
    0.500000         2.00000        0.519271        0.255727    
    0.500000         2.25000        0.468206        0.181273    
    0.500000         2.50000        0.363511        0.964128E-01
    0.500000         2.75000        0.205887        0.282274E-01
    0.500000         3.00000         0.00000         0.00000    
    0.750000         0.00000         0.00000         0.00000    
    0.750000        0.250000        0.366605E-01    0.278190E-01
    0.750000        0.500000        0.104755        0.101995    
    0.750000        0.750000        0.190258        0.199464    
    0.750000         1.00000        0.288112        0.293075    
    0.750000         1.25000        0.392160        0.372765    
    0.750000         1.50000        0.486546        0.406355    
    0.750000         1.75000        0.559816        0.398562    
    0.750000         2.00000        0.589238        0.338144    
    0.750000         2.25000        0.561531        0.244255    
    0.750000         2.50000        0.458203        0.133652    
    0.750000         2.75000        0.271002        0.410962E-01
    0.750000         3.00000         0.00000         0.00000    
     1.00000         0.00000         0.00000         0.00000    
     1.00000        0.250000        0.206669E-01    0.974391E-02
     1.00000        0.500000        0.604536E-01    0.661594E-01
     1.00000        0.750000        0.115630        0.171620    
     1.00000         1.00000        0.205179        0.274675    
     1.00000         1.25000        0.333155        0.384072    
     1.00000         1.50000        0.462518        0.438920    
     1.00000         1.75000        0.593520        0.448784    
     1.00000         2.00000        0.666980        0.392424    
     1.00000         2.25000        0.675039        0.287870    
     1.00000         2.50000        0.575184        0.162387    
     1.00000         2.75000        0.356839        0.503836E-01
     1.00000         3.00000         0.00000         0.00000    
     1.25000        0.773279         0.00000         0.00000    
     1.25000        0.958839        0.863858E-02    0.557931E-01
     1.25000         1.14440        0.993326E-01    0.180205    
     1.25000         1.32996        0.174892        0.255343    
     1.25000         1.51552        0.360603        0.369438    
     1.25000         1.70108        0.469345        0.413879    
     1.25000         1.88664        0.659184        0.433020    
     1.25000         2.07220        0.736647        0.412712    
     1.25000         2.25776        0.799004        0.321342    
     1.25000         2.44332        0.778143        0.251064    
     1.25000         2.62888        0.616713        0.119870    
     1.25000         2.81444        0.451538        0.559724E-01
     1.25000         3.00000         0.00000         0.00000    
     1.50000         1.32562         0.00000         0.00000    
     1.50000         1.46515        0.956943E-01    0.159319    
     1.50000         1.60468        0.247436        0.284681    
     1.50000         1.74422        0.443558        0.357241    
     1.50000         1.88375        0.634017        0.399428    
     1.50000         2.02328        0.779159        0.387381    
     1.50000         2.16281        0.892666        0.348290    
     1.50000         2.30234        0.918309        0.279798    
     1.50000         2.44187        0.894737        0.200404    
     1.50000         2.58141        0.779947        0.126228    
     1.50000         2.72094        0.604818        0.595504E-01
     1.50000         2.86047        0.341898        0.168965E-01
     1.50000         3.00000         0.00000         0.00000    
     1.75000         1.65703         0.00000         0.00000    
     1.75000         1.76894        0.255947        0.110391    
     1.75000         1.88085        0.563294        0.216051    
     1.75000         1.99277        0.754424        0.248882    
     1.75000         2.10468        0.942175        0.258612    
     1.75000         2.21660         1.02461        0.241123    
     1.75000         2.32851         1.06540        0.202294    
     1.75000         2.44043         1.04531        0.160954    
     1.75000         2.55234        0.952690        0.108911    
     1.75000         2.66426        0.835707        0.712227E-01
     1.75000         2.77617        0.608906        0.324898E-01
     1.75000         2.88809        0.386514        0.116414E-01
     1.75000         3.00000         0.00000         0.00000    
     2.00000         1.76749         0.00000         0.00000    
     2.00000         1.87020        0.493209        0.591182E-02
     2.00000         1.97291        0.839848        0.301922E-01
     2.00000         2.07562         1.01479        0.417760E-01
     2.00000         2.17833         1.11465        0.373716E-01
     2.00000         2.28104         1.13887        0.265112E-01
     2.00000         2.38375         1.10965        0.152921E-01
     2.00000         2.48646         1.03673        0.618126E-02
     2.00000         2.58916        0.919631        0.141638E-02
     2.00000         2.69187        0.761649       -0.171656E-02
     2.00000         2.79458        0.559103       -0.189262E-02
     2.00000         2.89729        0.306862       -0.180606E-02
     2.00000         3.00000         0.00000         0.00000    
     2.25000         1.65703         0.00000         0.00000    
     2.25000         1.76894        0.262604       -0.118034    
     2.25000         1.88085        0.488515       -0.168613    
     2.25000         1.99277        0.770602       -0.176201    
     2.25000         2.10468        0.919831       -0.166846    
     2.25000         2.21660         1.04171       -0.151081    
     2.25000         2.32851         1.07483       -0.130559    
     2.25000         2.44043         1.04582       -0.102202    
     2.25000         2.55234        0.972200       -0.781249E-01
     2.25000         2.66426        0.801124       -0.466998E-01
     2.25000         2.77617        0.621697       -0.251293E-01
     2.25000         2.88809        0.300120       -0.588051E-02
     2.25000         3.00000         0.00000         0.00000    
     2.50000         1.32562         0.00000         0.00000    
     2.50000         1.46515        0.127783       -0.105690    
     2.50000         1.60468        0.284138       -0.209115    
     2.50000         1.74422        0.471915       -0.284123    
     2.50000         1.88375        0.672454       -0.316120    
     2.50000         2.02328        0.834603       -0.303758    
     2.50000         2.16281        0.950758       -0.261687    
     2.50000         2.30234        0.983430       -0.209626    
     2.50000         2.44187        0.942774       -0.151571    
     2.50000         2.58141        0.823364       -0.963486E-01
     2.50000         2.72094        0.627213       -0.472695E-01
     2.50000         2.86047        0.353440       -0.119477E-01
     2.50000         3.00000         0.00000         0.00000    
     2.75000        0.773279         0.00000         0.00000    
     2.75000        0.958839       -0.686121E-02   -0.349144E-01
     2.75000         1.14440        0.200794E-01   -0.764759E-01
     2.75000         1.32996        0.135813       -0.189596    
     2.75000         1.51552        0.244238       -0.254148    
     2.75000         1.70108        0.498479       -0.332280    
     2.75000         1.88664        0.640641       -0.348486    
     2.75000         2.07220        0.840018       -0.306722    
     2.75000         2.25776        0.886731       -0.260350    
     2.75000         2.44332        0.820272       -0.153770    
     2.75000         2.62888        0.694094       -0.923850E-01
     2.75000         2.81444        0.304542       -0.150618E-01
     2.75000         3.00000         0.00000         0.00000    
     3.00000         0.00000         0.00000         0.00000    
     3.00000        0.250000        0.902254E-02    0.188004E-02
     3.00000        0.500000        0.248012E-01   -0.214229E-01
     3.00000        0.750000        0.346137E-01   -0.544885E-01
     3.00000         1.00000        0.965926E-01   -0.128754    
     3.00000         1.25000        0.220059       -0.224923    
     3.00000         1.50000        0.390496       -0.301380    
     3.00000         1.75000        0.597608       -0.343758    
     3.00000         2.00000        0.743461       -0.315553    
     3.00000         2.25000        0.798048       -0.238703    
     3.00000         2.50000        0.690891       -0.134446    
     3.00000         2.75000        0.422202       -0.400237E-01
     3.00000         3.00000         0.00000         0.00000    
     3.25000         0.00000         0.00000         0.00000    
     3.25000        0.250000        0.235091E-01   -0.547043E-02
     3.25000        0.500000        0.542817E-01   -0.358805E-01
     3.25000        0.750000        0.965422E-01   -0.847892E-01
     3.25000         1.00000        0.170358       -0.154637    
